match_id,radiant_win
0,0.6508813471870463
1,0.7089544290980546
2,0.5808096881673819
3,0.25261009969680387
4,0.30100849214332087
5,0.18367902901246577
8,0.27623037632068936
9,0.3109696323475895
11,0.23304722869003405
12,0.37300127089189683
14,0.9138559846968025
15,0.14258590834964788
17,0.1993154063006563
20,0.7384293317592203
21,0.07924990277700418
22,0.7053105442916413
23,0.4946899356965409
25,0.4803198302613715
26,0.3449933862059341
27,0.574875225434709
28,0.28753353007442345
29,0.8883071425652304
30,0.8263230712555344
31,0.15024555954683663
32,0.5481837984717118
34,0.8105154820775158
35,0.616082362116922
36,0.7698285085308966
38,0.6092438839029582
39,0.2927485163582856
40,0.11986559047788668
43,0.43753974896902437
44,0.9359067989373855
45,0.46488366053403557
46,0.174150457501281
47,0.09166615762880953
48,0.7980591658109146
49,0.35361018084930257
50,0.3191036492992682
51,0.4276879823777916
52,0.8393893329860898
53,0.20384223125351061
54,0.7741541779796394
56,0.29863854586312555
57,0.11535375685435316
58,0.2837175402260063
59,0.5133301303629333
61,0.48083687567776767
65,0.4648364854737012
66,0.12985898258280412
67,0.4074447752120228
68,0.33724163640143967
69,0.861596775650641
70,0.3381231974693311
73,0.2120322168726381
74,0.5532280944011028
75,0.772997012807992
76,0.6278592419539353
77,0.11617638188423934
78,0.23828689734534744
79,0.4955929161344686
80,0.5406314929582856
81,0.37132262129198934
82,0.6393269223654295
84,0.011130221118503158
86,0.17429762700102483
87,0.03961613850258929
88,0.11820415115281889
90,0.7592518731477396
91,0.5785386098101385
93,0.6953812893706011
94,0.11341498851540642
95,0.809403599826448
96,0.5232757228386266
97,0.4844401477684031
98,0.10901555071581234
99,0.4242992267594836
101,0.6106860495733781
103,0.431743808717064
104,0.2004454509151123
105,0.3679781279904197
106,0.5326766571046968
107,0.41379059675590313
109,0.4193253989733464
110,0.49833526577987475
112,0.4402470658780074
113,0.11864458842045442
114,0.5396925886576883
115,0.9256606506221126
116,0.6007743376280892
117,0.5952287365220537
118,0.9318698355344944
119,0.1577039894569548
120,0.6957502869260997
121,0.6995362120267256
122,0.7563901720203425
123,0.5718070798346442
124,0.6887741779629076
125,0.3046639209633441
127,0.7695217382240807
128,0.5582079304738161
129,0.6675752948910135
131,0.7386582298624984
132,0.32311013654640824
133,0.23786234852644159
134,0.4472614404152294
135,0.16657607213335945
136,0.30524773400962163
137,0.35769433049547467
138,0.9673367428223701
139,0.37134657934360255
142,0.4881174788020524
143,0.43015501064281864
144,0.8080101721621068
145,0.5830021469152641
146,0.383127648258236
147,0.15292334744315658
148,0.4232550405218095
149,0.8599731652035225
150,0.729429953719813
151,0.11538705114537748
154,0.3257954106908403
155,0.6465596788764332
156,0.36005882662437516
157,0.23284927531482397
158,0.29816662661541515
161,0.5324742029056183
162,0.8828205018118237
164,0.43455447465108704
165,0.5346980109218361
166,0.1571606600440698
167,0.6453074594978592
168,0.25491280723317133
169,0.34195690755877445
170,0.31255274535344474
171,0.4566282774852861
172,0.30565137379181023
173,0.6280253514225845
174,0.45524152051807193
175,0.3104749796262283
176,0.5860352264988027
177,0.917557424187304
180,0.5709888891899886
182,0.4474282145676491
183,0.502439961121367
184,0.26774809901763263
185,0.722063897479612
186,0.4903742581480759
187,0.49879786587013303
188,0.42843349984973816
189,0.6236241271768321
190,0.16119061025237746
191,0.3343287241697217
192,0.964079149427869
193,0.05094299005835793
194,0.5102638475270342
195,0.5716617709462489
197,0.4539513753703815
198,0.9178357638130575
199,0.46777818645363145
200,0.5657619122420601
201,0.4753021107731608
202,0.787526855301392
203,0.2881924822181884
204,0.46195531978798754
205,0.5069954951337242
207,0.6802166888547677
208,0.8271843992397062
210,0.5530293205289758
211,0.839581600935605
212,0.4548402994828984
213,0.3897343178609588
214,0.4925737555035725
215,0.9481480982997378
217,0.508206798714328
218,0.5961198584437906
219,0.6428296431336368
220,0.29426377805329124
221,0.7871317616407585
222,0.44064227735886374
223,0.560660770331466
224,0.5116314402718918
225,0.41837679029583513
226,0.17940581992450957
227,0.667558121883178
229,0.13924505760915729
231,0.34096914569910547
232,0.42905013679721943
233,0.7152736981228637
234,0.41093894334143233
235,0.22778292808656664
